InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C7H3Br2FO3/c8-2-1-3(9)5(10)6(11)4(2)7(12)13/h1,11H,(H,12,13)",PJYXMAVVBNAZCL-UHFFFAOYSA-N,O=C(O)C1=C(C(F)=C(Br)C=C1Br)O,,,C7H3Br2FO3,311.843296376,2.8693,0,0,0,BTM00001,BTM00001,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C7H3Br2FO3/c8-4-2(7(12)13)1-3(10)5(9)6(4)11/h1,11H,(H,12,13)",NLALBTHFMNWMJC-UHFFFAOYSA-N,O=C(O)C1=CC(F)=C(Br)C(=C1Br)O,,,C7H3Br2FO3,311.843296376,2.8693,0,0,0,BTM00002,BTM00002,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C14H11F3N2O3/c1-8-10(14(15,16)17)5-2-6-11(8)18-12-9(13(20)21)4-3-7-19(12)22/h2-7,18H,1H3,(H,20,21)",HRRPIZUJZSEKIH-UHFFFAOYSA-N,CC1=C(NC2=[N+](C=CC=C2C(=O)O)[O-])C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.572,0,0,0,BTM00001,BTM00001,Pyridine N-oxidation,BTMR0096,"CYP1A2
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c15-14(16,17)10-4-1-5-11(9(10)7-20)19-12-8(13(21)22)3-2-6-18-12/h1-6,20H,7H2,(H,18,19)(H,21,22)",IEEHKHMCIJFQEB-UHFFFAOYSA-N,C(C1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,2.7108000000000003,0,1,1,BTM00002,BTM00002,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(4-5-10(20)11(7)14(15,16)17)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",CFFBGKHGNSJSTH-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC(=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00003,BTM00003,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(14(15,16)17)4-5-10(20)11(7)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",QWQRMODVXZGDLT-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C(=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00004,BTM00004,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-10(14(15,16)17)5-8(20)6-11(7)19-12-9(13(21)22)3-2-4-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",STYFWCATBMHGGE-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=C(C=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00005,BTM00005,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-10(14(15,16)17)3-2-4-11(7)19-12-9(13(21)22)5-8(20)6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",JSXNJGKWSWRIGA-UHFFFAOYSA-N,CC1=C(NC2=NC=C(C=C2C(=O)O)O)C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00006,BTM00006,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C14H11F3N2O3/c1-8-10(14(15,16)17)5-2-6-11(8)18-12-9(13(20)21)4-3-7-19(12)22/h2-7,18H,1H3,(H,20,21)",HRRPIZUJZSEKIH-UHFFFAOYSA-N,CC1=C(NC2=[N+](C=CC=C2C(=O)O)[O-])C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.572,0,0,0,BTM00001,BTM00001,Pyridine N-oxidation,BTMR0096,"CYP1A2
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c15-14(16,17)10-4-1-5-11(9(10)7-20)19-12-8(13(21)22)3-2-6-18-12/h1-6,20H,7H2,(H,18,19)(H,21,22)",IEEHKHMCIJFQEB-UHFFFAOYSA-N,C(C1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,2.7108000000000003,0,1,1,BTM00002,BTM00002,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(4-5-10(20)11(7)14(15,16)17)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",CFFBGKHGNSJSTH-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC(=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00003,BTM00003,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(14(15,16)17)4-5-10(20)11(7)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",QWQRMODVXZGDLT-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C(=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00004,BTM00004,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-10(14(15,16)17)5-8(20)6-11(7)19-12-9(13(21)22)3-2-4-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",STYFWCATBMHGGE-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=C(C=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00005,BTM00005,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-10(14(15,16)17)3-2-4-11(7)19-12-9(13(21)22)5-8(20)6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",JSXNJGKWSWRIGA-UHFFFAOYSA-N,CC1=C(NC2=NC=C(C=C2C(=O)O)O)C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00006,BTM00006,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C13H12F2N6O2/c14-10-2-11(15)12(22)1-9(10)13(23,3-20-7-16-5-18-20)4-21-8-17-6-19-21/h1-2,5-8,22-23H,3-4H2",QPWPMBBVUMEVTB-UHFFFAOYSA-N,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC(=C(F)C=C3F)O,,,C13H12F2N6O2,322.098980064,0.48299999999999993,0,0,0,BTM00001,BTM00001,Hydroxylation of aromatic carbon para to halide group,BTMR1041,"CYP1A2
CYP2E1
CYP3A4",HUMAN,,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C=C3F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,,306.1040
"InChI=1S/C13H12F2N6O2/c14-10-2-11(15)12(22)1-9(10)13(23,3-20-7-16-5-18-20)4-21-8-17-6-19-21/h1-2,5-8,22-23H,3-4H2",QPWPMBBVUMEVTB-UHFFFAOYSA-N,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC(=C(F)C=C3F)O,,,C13H12F2N6O2,322.098980064,0.48299999999999993,0,0,0,BTM00001,BTM00001,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C=C3F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,,306.1040
"InChI=1S/C13H12F2N6O2/c14-10-2-1-9(11(15)12(10)22)13(23,3-20-7-16-5-18-20)4-21-8-17-6-19-21/h1-2,5-8,22-23H,3-4H2",MHWJBESPDZSQKP-UHFFFAOYSA-N,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C(=C3F)O,,,C13H12F2N6O2,322.098980064,0.48299999999999993,0,0,0,BTM00002,BTM00002,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C=C3F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,,306.1040
"InChI=1S/C13H12F2N6O2/c14-9-1-10(15)12(11(22)2-9)13(23,3-20-7-16-5-18-20)4-21-8-17-6-19-21/h1-2,5-8,22-23H,3-4H2",UIAKOIXKDJBKKG-UHFFFAOYSA-N,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=C(C=C(F)C=C3F)O,,,C13H12F2N6O2,322.098980064,0.48299999999999993,0,0,0,BTM00003,BTM00003,Hydroxylation of aromatic carbon meta to halide group,BTMR1039,"CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C=C3F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,,306.1040
"InChI=1S/C13H12F2N6O2/c14-9-1-2-10(11(15)3-9)13(23,4-20-7-16-6-18-20)5-21-8-17-12(22)19-21/h1-3,6-8,23H,4-5H2,(H,19,22)",VAWSWPNKXHICCJ-UHFFFAOYSA-N,OC(CN1C=NC(=N1)O)(CN2C=NC=N2)C3=CC=C(F)C=C3F,,,C13H12F2N6O2,322.098980064,1.004,0,0,0,BTM00004,BTM00004,Hydroxylation from CyProduct,BTMR1328,"CYP1A2
CYP2C8
CYP2D6",HUMAN,,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C=C3F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,,306.1040
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C14H9ClF3NO3/c15-9-5-8-10(6-11(9)20)19-12(21)22-13(8,14(16,17)18)4-3-7-1-2-7/h5-7,20H,1-2H2,(H,19,21)",GZMDZAYFVCXHFM-UHFFFAOYSA-N,O=C1NC2=CC(=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1)O,,,C14H9ClF3NO3,331.02230548800003,4.1145,0,0,0,BTM00001,BTM00001,Aromatic hydroxylation of fused benzene ring AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,O=C1NC2=CC=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)",XPOQHMRABVBWPR-UHFFFAOYSA-N,,315.0273
"InChI=1S/C14H9ClF3NO3/c15-8-5-9-11(10(20)6-8)19-12(21)22-13(9,14(16,17)18)4-3-7-1-2-7/h5-7,20H,1-2H2,(H,19,21)",OOVOMPCQLMFEDT-UHFFFAOYSA-N,O=C1NC2=C(C=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1)O,,,C14H9ClF3NO3,331.02230548800003,4.1145,0,0,0,BTM00002,BTM00002,Aromatic hydroxylation of fused benzene ring AndFromCyProduct,N/A,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,O=C1NC2=CC=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)",XPOQHMRABVBWPR-UHFFFAOYSA-N,,315.0273
"InChI=1S/C14H9ClF3NO3/c15-8-3-4-9-10(11(8)20)13(14(16,17)18,22-12(21)19-9)6-5-7-1-2-7/h3-4,7,20H,1-2H2,(H,19,21)",PXCAKYNWIYCVAS-UHFFFAOYSA-N,O=C1NC2=CC=C(Cl)C(=C2C(C#CC3CC3)(C(F)(F)F)O1)O,,,C14H9ClF3NO3,331.02230548800003,4.1145,0,0,0,BTM00003,BTM00003,Aromatic hydroxylation of fused benzene ring,BTMR1032,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,O=C1NC2=CC=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)",XPOQHMRABVBWPR-UHFFFAOYSA-N,,315.0273
"InChI=1S/C14H9ClF3NO3/c15-8-1-2-10-9(7-8)13(14(16,17)18,22-11(20)19-10)6-5-12(21)3-4-12/h1-2,7,21H,3-4H2,(H,19,20)",BHOCYCABHGMRFS-UHFFFAOYSA-N,O=C1NC2=CC=C(Cl)C=C2C(C#CC3(CC3)O)(C(F)(F)F)O1,,,C14H9ClF3NO3,331.022305488,3.3007000000000004,0,0,0,BTM00004,BTM00004,Hydroxylation of alicyclic secondary carbon AndFromCyProduct,N/A,CYP2B6,HUMAN,,O=C1NC2=CC=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)",XPOQHMRABVBWPR-UHFFFAOYSA-N,,315.0273
"InChI=1S/C14H9ClF3NO3/c15-8-1-2-10-9(6-8)13(14(16,17)18,22-12(21)19-10)4-3-7-5-11(7)20/h1-2,6-7,11,20H,5H2,(H,19,21)",SMUBYHPDCZFGET-UHFFFAOYSA-N,O=C1NC2=CC=C(Cl)C=C2C(C#CC3C(C3)O)(C(F)(F)F)O1,,,C14H9ClF3NO3,331.022305488,3.212500000000001,0,0,0,BTM00005,BTM00005,Hydroxylation of alicyclic secondary carbon AndFromCyProduct,N/A,CYP2B6,HUMAN,,O=C1NC2=CC=C(Cl)C=C2C(C#CC3CC3)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)",XPOQHMRABVBWPR-UHFFFAOYSA-N,,315.0273
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C8H4F3IO3/c9-8(10,11)3-1-2-4(13)5(6(3)12)7(14)15/h1-2,13H,(H,14,15)",SHOHOERCZWWVBE-UHFFFAOYSA-N,O=C(O)C1=C(C=CC(C(F)(F)F)=C1I)O,,,C8H4F3IO3,331.915726648,2.6875,0,0,0,BTM00001,BTM00001,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,O=C(O)C1=CC=CC(C(F)(F)F)=C1I,"InChI=1S/C8H4F3IO2/c9-8(10,11)5-3-1-2-4(6(5)12)7(13)14/h1-3H,(H,13,14)",DNGSEJLGVHIEEZ-UHFFFAOYSA-N,,315.9208
"InChI=1S/C8H4F3IO3/c9-8(10,11)5-4(13)2-1-3(6(5)12)7(14)15/h1-2,13H,(H,14,15)",JQCJXMZQDVAKLW-UHFFFAOYSA-N,O=C(O)C1=CC=C(C(C(F)(F)F)=C1I)O,,,C8H4F3IO3,331.915726648,2.6875,0,0,0,BTM00002,BTM00002,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,O=C(O)C1=CC=CC(C(F)(F)F)=C1I,"InChI=1S/C8H4F3IO2/c9-8(10,11)5-3-1-2-4(6(5)12)7(13)14/h1-3H,(H,13,14)",DNGSEJLGVHIEEZ-UHFFFAOYSA-N,,315.9208
"InChI=1S/C8H4F3IO3/c9-8(10,11)5-2-3(13)1-4(6(5)12)7(14)15/h1-2,13H,(H,14,15)",FZZKKNMTUMYLTB-UHFFFAOYSA-N,O=C(O)C1=CC(=CC(C(F)(F)F)=C1I)O,,,C8H4F3IO3,331.915726648,2.6875,0,0,0,BTM00003,BTM00003,Hydroxylation of aromatic carbon para to halide group AndFromCyProduct,N/A,"CYP1A2
CYP2E1
CYP3A4",HUMAN,,O=C(O)C1=CC=CC(C(F)(F)F)=C1I,"InChI=1S/C8H4F3IO2/c9-8(10,11)5-3-1-2-4(6(5)12)7(13)14/h1-3H,(H,13,14)",DNGSEJLGVHIEEZ-UHFFFAOYSA-N,,315.9208
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C12H5BrClF3N2O/c13-9-6(4-18)10(19-11(9)12(15,16)17)5-1-2-7(14)8(20)3-5/h1-3,19-20H",VHNFCXUQWGSVSI-UHFFFAOYSA-N,N#CC1=C(C2=CC(=C(Cl)C=C2)O)NC(C(F)(F)F)=C1Br,,,C12H5BrClF3N2O,363.92258721999997,4.991499999999999,0,0,0,BTM00001,BTM00001,Hydroxylation of aromatic carbon ortho to halide group AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,N#CC1=C(C2=CC=C(Cl)C=C2)NC(C(F)(F)F)=C1Br,"InChI=1S/C12H5BrClF3N2/c13-9-8(5-18)10(19-11(9)12(15,16)17)6-1-3-7(14)4-2-6/h1-4,19H",XNFIRYXKTXAHAC-UHFFFAOYSA-N,,347.9276
