"InChI=1S/C12H9F3N2O3/c13-12(14,15)7-1-3-8(4-2-7)17-11(19)9-5-16-20-10(9)6-18/h1-5,18H,6H2,(H,17,19)",PDBLFERZFMEGMZ-UHFFFAOYSA-N,C(C=1ON=CC1C(=O)NC2=CC=C(C(F)(F)F)C=C2)O,,,C12H9F3N2O3,286.05652680799994,1.698,0,0,0,BTM00001,BTM00001,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC=1ON=CC1C(=O)NC2=CC=C(C(F)(F)F)C=C2,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",VHOGYURTWQBHIL-UHFFFAOYSA-N,,270.0616
"InChI=1S/C12H9F3N2O3/c1-7-10(6-16-20-7)11(18)17(19)9-4-2-8(3-5-9)12(13,14)15/h2-6,19H,1H3",IWXCCUXKMBJZTJ-UHFFFAOYSA-N,CC=1ON=CC1C(=O)N(C2=CC=C(C(F)(F)F)C=C2)O,,,C12H9F3N2O3,286.056526808,1.7999,0,0,0,BTM00002,BTM00002,N-Hydroxylation of secondary arylamide,BTMR1104,CYP1A2,HUMAN,,CC=1ON=CC1C(=O)NC2=CC=C(C(F)(F)F)C=C2,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",VHOGYURTWQBHIL-UHFFFAOYSA-N,,270.0616
"InChI=1S/C12H9F3N2O3/c1-6-8(5-16-20-6)11(19)17-9-3-2-7(4-10(9)18)12(13,14)15/h2-5,18H,1H3,(H,17,19)",HHSGAFIOUQVERB-UHFFFAOYSA-N,CC=1ON=CC1C(=O)NC2=C(C=C(C(F)(F)F)C=C2)O,,,C12H9F3N2O3,286.056526808,1.8891999999999998,0,0,0,BTM00003,BTM00003,Hydroxylation of benzene on carbon ortho to strongly electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2C8
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,,CC=1ON=CC1C(=O)NC2=CC=C(C(F)(F)F)C=C2,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",VHOGYURTWQBHIL-UHFFFAOYSA-N,,270.0616
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C8H9F6NO10S2/c9-7(10,11)26(21,22)15(27(23,24)8(12,13)14)5-3(18)1(16)2(17)4(25-5)6(19)20/h1-5,16-18H,(H,19,20)",FOBGJVPLXLWPTC-UHFFFAOYSA-N,O=S(=O)(N(S(=O)(=O)C(F)(F)F)C1OC(C(O)C(O)C1O)C(O)=O)C(F)(F)F,,,C8H9F6NO10S2,456.957206808,1.2712999999999997,1,1,1,BTM00001,BTM00001,N-Glucuronidation of sulfonamide,BTMR0170,EC 2.4.1.17,HUMAN,,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,"InChI=1S/C2HF6NO4S2/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9H",ZXMGHDIOOHOAAE-UHFFFAOYSA-N,,280.9251
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C9H6Br2FNO3/c10-5-2-6(11)7(12)1-4(5)9(16)13-3-8(14)15/h1-2H,3H2,(H,13,16)(H,14,15)",ZZRWCWJSZRMGFC-UHFFFAOYSA-N,O=C(C1=CC(F)=C(Br)C=C1Br)NCC(O)=O,,,C9H6Br2FNO3,352.869845472,2.4099,0,0,0,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C17H19BrFN3O8S/c18-8-4-12(7(16(27)28)3-9(8)19)31-6-11(15(26)21-5-14(24)25)22-13(23)2-1-10(20)17(29)30/h3-4,10-11H,1-2,5-6,20H2,(H,21,26)(H,22,23)(H,24,25)(H,27,28)(H,29,30)",FMHLWOHDRKQFKX-UHFFFAOYSA-N,O=C(O)C1=CC(F)=C(Br)C=C1SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,,,C17H19BrFN3O8S,523.006025888,0.3998999999999995,3,2,2,BTM00002,BTM00002,GSH-conjugation of aryl halide,BTMR0233,EC 2.5.1.18,HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C17H19BrFN3O8S/c18-8-4-12(9(19)3-7(8)16(27)28)31-6-11(15(26)21-5-14(24)25)22-13(23)2-1-10(20)17(29)30/h3-4,10-11H,1-2,5-6,20H2,(H,21,26)(H,22,23)(H,24,25)(H,27,28)(H,29,30)",WRJPDXRLACHKPZ-UHFFFAOYSA-N,O=C(O)C1=CC(F)=C(C=C1Br)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,,,C17H19BrFN3O8S,523.006025888,0.3998999999999995,3,2,2,BTM00003,BTM00003,GSH-conjugation of aryl halide,BTMR0233,EC 2.5.1.18,HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C17H19Br2N3O8S/c18-8-4-9(19)12(3-7(8)16(27)28)31-6-11(15(26)21-5-14(24)25)22-13(23)2-1-10(20)17(29)30/h3-4,10-11H,1-2,5-6,20H2,(H,21,26)(H,22,23)(H,24,25)(H,27,28)(H,29,30)",VEPAJGRIPHPDOI-UHFFFAOYSA-N,O=C(O)C1=CC(=C(Br)C=C1Br)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,,,C17H19Br2N3O8S,582.9259597680001,0.9427999999999994,3,2,2,BTM00004,BTM00004,GSH-conjugation of aryl halide,BTMR0233,EC 2.5.1.18,HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C14H16Br2FNO4/c1-18(2,3)7-8(4-13(19)20)22-14(21)9-5-12(17)11(16)6-10(9)15/h5-6,8H,4,7H2,1-3H3",JPQSJJKVUZASNE-UHFFFAOYSA-N,O=C(C1=CC(F)=C(Br)C=C1Br)OC(C[N+](C)(C)C)CC([O-])=O,,,C14H16Br2FNO4,438.94301041200004,1.226800000000002,0,0,0,BTM00005,BTM00005,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C7H3Br2FO3/c8-2-1-3(9)5(10)6(11)4(2)7(12)13/h1,11H,(H,12,13)",PJYXMAVVBNAZCL-UHFFFAOYSA-N,O=C(O)C1=C(C(F)=C(Br)C=C1Br)O,,,C7H3Br2FO3,311.843296376,2.8693,0,0,0,BTM00006,BTM00006,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C7H3Br2FO3/c8-4-2(7(12)13)1-3(10)5(9)6(4)11/h1,11H,(H,12,13)",NLALBTHFMNWMJC-UHFFFAOYSA-N,O=C(O)C1=CC(F)=C(Br)C(=C1Br)O,,,C7H3Br2FO3,311.843296376,2.8693,0,0,0,BTM00007,BTM00007,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
"InChI=1S/C13H11Br2FO8/c14-4-2-5(15)6(16)1-3(4)12(22)24-13-9(19)7(17)8(18)10(23-13)11(20)21/h1-2,7-10,13,17-19H,(H,20,21)",TWFKCDMYJVSBAH-UHFFFAOYSA-N,O=C(OC1OC(C(O)C(O)C1O)C(O)=O)C2=CC(F)=C(Br)C=C2Br,,,C13H11Br2FO8,471.880469732,1.4411999999999994,0,1,1,BTM00008,BTM00008,O-Glucuronidation of aromatic acid,BTMR0168,EC 2.4.1.17,HUMAN,,O=C(O)C1=CC(F)=C(Br)C=C1Br,"InChI=1S/C7H3Br2FO2/c8-4-2-5(9)6(10)1-3(4)7(11)12/h1-2H,(H,11,12)",NKVCAJBUGBRHEA-UHFFFAOYSA-N,,295.8483
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H14F3N3O3/c1-9-11(16(17,18)19)5-2-6-12(9)22-14-10(4-3-7-20-14)15(25)21-8-13(23)24/h2-7H,8H2,1H3,(H,20,22)(H,21,25)(H,23,24)",PCEWDBSDBGULLO-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)NCC(O)=O)C=CC=C1C(F)(F)F,,,C16H14F3N3O3,353.098725968,3.074700000000001,0,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C20H19F3N2O8/c1-8-10(20(21,22)23)5-2-6-11(8)25-16-9(4-3-7-24-16)18(31)33-19-14(28)12(26)13(27)15(32-19)17(29)30/h2-7,12-15,19,26-28H,1H3,(H,24,25)(H,29,30)",CKBAXEGBOYHCIZ-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)C=CC=C1C(F)(F)F,,,C20H19F3N2O8,472.1093502279999,2.1059999999999994,0,1,1,BTM00002,BTM00002,O-Glucuronidation of aromatic acid,BTMR0168,EC 2.4.1.17,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C20H19F3N2O8/c1-8-10(20(21,22)23)5-2-6-11(8)24-16-9(18(29)30)4-3-7-25(16)17-14(28)12(26)13(27)15(33-17)19(31)32/h2-7,12-15,17,26-28H,1H3,(H2,29,30,31,32)/p+1",AUDYHKZBMJUILB-UHFFFAOYSA-O,CC1=C(NC2=[N+](C=CC=C2C(=O)O)C3OC(C(O)C(O)C3O)C(O)=O)C=CC=C1C(F)(F)F,,,[C20H20F3N2O8]+,473.11717525999995,0.6757999999999995,1,1,1,BTM00003,BTM00003,N-Glucuronidation of 3-substituted pyridine,BTMR0173,EC 2.4.1.17,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C21H24F3N3O4/c1-13-16(21(22,23)24)8-5-9-17(13)26-19-15(7-6-10-25-19)20(30)31-14(11-18(28)29)12-27(2,3)4/h5-10,14H,11-12H2,1-4H3,(H-,25,26,28,29,30)",AQAOXIMREJUARI-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)OC(C[N+](C)(C)C)CC([O-])=O)C=CC=C1C(F)(F)F,,,C21H24F3N3O4,439.171890908,1.8915999999999993,0,0,0,BTM00004,BTM00004,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-8-10(14(15,16)17)5-2-6-11(8)18-12-9(13(20)21)4-3-7-19(12)22/h2-7,18H,1H3,(H,20,21)",HRRPIZUJZSEKIH-UHFFFAOYSA-N,CC1=C(NC2=[N+](C=CC=C2C(=O)O)[O-])C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.572,0,0,0,BTM00005,BTM00005,Pyridine N-oxidation,BTMR0096,"CYP1A2
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c15-14(16,17)10-4-1-5-11(9(10)7-20)19-12-8(13(21)22)3-2-6-18-12/h1-6,20H,7H2,(H,18,19)(H,21,22)",IEEHKHMCIJFQEB-UHFFFAOYSA-N,C(C1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,2.7108000000000003,0,1,1,BTM00006,BTM00006,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(4-5-10(20)11(7)14(15,16)17)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",CFFBGKHGNSJSTH-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC(=C1C(F)(F)F)O,,,C14H11F3N2O3,312.07217687199994,3.5341000000000005,0,1,1,BTM00007,BTM00007,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(14(15,16)17)4-5-10(20)11(7)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",QWQRMODVXZGDLT-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C(=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00008,BTM00008,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-10(14(15,16)17)5-8(20)6-11(7)19-12-9(13(21)22)3-2-4-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",STYFWCATBMHGGE-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=C(C=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00009,BTM00009,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-10(14(15,16)17)3-2-4-11(7)19-12-9(13(21)22)5-8(20)6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",JSXNJGKWSWRIGA-UHFFFAOYSA-N,CC1=C(NC2=NC=C(C=C2C(=O)O)O)C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00010,BTM00010,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H14F3N3O3/c1-9-11(16(17,18)19)5-2-6-12(9)22-14-10(4-3-7-20-14)15(25)21-8-13(23)24/h2-7H,8H2,1H3,(H,20,22)(H,21,25)(H,23,24)",PCEWDBSDBGULLO-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)NCC(O)=O)C=CC=C1C(F)(F)F,,,C16H14F3N3O3,353.098725968,3.074700000000001,0,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C20H19F3N2O8/c1-8-10(20(21,22)23)5-2-6-11(8)25-16-9(4-3-7-24-16)18(31)33-19-14(28)12(26)13(27)15(32-19)17(29)30/h2-7,12-15,19,26-28H,1H3,(H,24,25)(H,29,30)",CKBAXEGBOYHCIZ-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)OC3OC(C(O)C(O)C3O)C(O)=O)C=CC=C1C(F)(F)F,,,C20H19F3N2O8,472.1093502279999,2.1059999999999994,0,1,1,BTM00002,BTM00002,O-Glucuronidation of aromatic acid,BTMR0168,EC 2.4.1.17,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C20H19F3N2O8/c1-8-10(20(21,22)23)5-2-6-11(8)24-16-9(18(29)30)4-3-7-25(16)17-14(28)12(26)13(27)15(33-17)19(31)32/h2-7,12-15,17,26-28H,1H3,(H2,29,30,31,32)/p+1",AUDYHKZBMJUILB-UHFFFAOYSA-O,CC1=C(NC2=[N+](C=CC=C2C(=O)O)C3OC(C(O)C(O)C3O)C(O)=O)C=CC=C1C(F)(F)F,,,[C20H20F3N2O8]+,473.11717525999995,0.6757999999999995,1,1,1,BTM00003,BTM00003,N-Glucuronidation of 3-substituted pyridine,BTMR0173,EC 2.4.1.17,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C21H24F3N3O4/c1-13-16(21(22,23)24)8-5-9-17(13)26-19-15(7-6-10-25-19)20(30)31-14(11-18(28)29)12-27(2,3)4/h5-10,14H,11-12H2,1-4H3,(H-,25,26,28,29,30)",AQAOXIMREJUARI-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)OC(C[N+](C)(C)C)CC([O-])=O)C=CC=C1C(F)(F)F,,,C21H24F3N3O4,439.171890908,1.8915999999999993,0,0,0,BTM00004,BTM00004,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-8-10(14(15,16)17)5-2-6-11(8)18-12-9(13(20)21)4-3-7-19(12)22/h2-7,18H,1H3,(H,20,21)",HRRPIZUJZSEKIH-UHFFFAOYSA-N,CC1=C(NC2=[N+](C=CC=C2C(=O)O)[O-])C=CC=C1C(F)(F)F,,,C14H11F3N2O3,312.072176872,3.572,0,0,0,BTM00005,BTM00005,Pyridine N-oxidation,BTMR0096,"CYP1A2
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c15-14(16,17)10-4-1-5-11(9(10)7-20)19-12-8(13(21)22)3-2-6-18-12/h1-6,20H,7H2,(H,18,19)(H,21,22)",IEEHKHMCIJFQEB-UHFFFAOYSA-N,C(C1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,2.7108000000000003,0,1,1,BTM00006,BTM00006,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring AndFromCyProduct,N/A,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(4-5-10(20)11(7)14(15,16)17)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",CFFBGKHGNSJSTH-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC(=C1C(F)(F)F)O,,,C14H11F3N2O3,312.07217687199994,3.5341000000000005,0,1,1,BTM00007,BTM00007,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
"InChI=1S/C14H11F3N2O3/c1-7-9(14(15,16)17)4-5-10(20)11(7)19-12-8(13(21)22)3-2-6-18-12/h2-6,20H,1H3,(H,18,19)(H,21,22)",QWQRMODVXZGDLT-UHFFFAOYSA-N,CC1=C(NC2=NC=CC=C2C(=O)O)C(=CC=C1C(F)(F)F)O,,,C14H11F3N2O3,312.072176872,3.5341000000000005,0,1,1,BTM00008,BTM00008,Hydroxylation of benzene on carbon para to electron donating group AndFromCyProduct,N/A,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC1=C(NC2=NC=CC=C2C(=O)O)C=CC=C1C(F)(F)F,"InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)",NOOCSNJCXJYGPE-UHFFFAOYSA-N,,296.0772
