Name,Adduct,mz,Formula,MS2,isosmiles,Database,is_oecdpfas,analogue_score,analogue_score_num
"MoNA:1038743 N-(2-piperidinylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide",M-H,413.13,C17H20F6N2O3,58.0098:2.96839 58.9939:0.701819 65.0033:0.363725 65.9985:2.801548 68.9957:1.58967 69.0345:23.830316 75.0241:0.195183 79.0001:1.875522 79.019:0.594008 81.0346:1.095267 88.0192:1.274032 89.003:0.179043 91.0189:0.28559 93.0345:0.704543 95.0138:1.797244 97.0294:16.69949 98.0173:1.05907 99.0242:0.147851 100.0192:0.451035 102.0348:0.356068 103.019:1.779253 103.0427:0.158336 105.0221:0.775728 106.006:0.69795 106.0425:0.206843 107.0139:3.293163 107.0614:0.253953 108.0216:12.683547 109.0295:1.768872 110.0173:0.755664 114.0349:0.211442 115.019:0.198575 116.0141:5.335758 117.0147:0.633501 117.022:1.462574 117.0347:0.732479 118.0299:8.681734 120.0091:0.578567 120.0453:1.00289 121.0093:0.235978 121.0294:2.678114 122.0171:0.302636 123.0088:1.152822 123.045:0.237924 125.0243:21.695669 126.0122:1.796021 126.0349:0.777055 130.0296:3.113548 131.0137:1.554649 131.0375:6.371556 132.0216:3.293997 132.0455:0.239425 133.0168:10.221482 134.0247:0.762988 135.0087:7.389402 136.0165:0.703058 138.0121:0.780311 139.02:0.677164 139.0877:0.729627 142.0298:4.033426 143.05:0.257591 144.0091:0.913936 144.0455:1.341158 145.0094:3.473683 145.0168:0.873236 145.0294:0.65308 146.0247:40.562276 148.0167:0.743059 148.0405:0.709126 149.0044:1.03907 150.012:2.257874 151.02:1.188168 151.0273:1.87337 152.0353:0.319959 154.0071:2.44644 154.0299:1.080437 158.0246:2.619645 158.0608:0.206716 159.0325:52.364707 160.0159:2.901208 160.0403:5.611443 161.0053:0.251991 161.0118:1.137515 161.0242:1.773661 162.0196:0.274486 162.0362:1.211155 163.0207:0.171767 163.0275:0.830797 164.0153:23.667135 165.0156:0.380064 170.0245:0.623818 170.061:1.070612 171.0331:0.216526 171.0565:0.844125 172.0404:5.381621 173.0041:0.655185 173.0116:2.681013 173.0479:1.481892 174.0195:7.860183 175.0205:0.29285 175.0274:1.142774 176.015:0.197923 176.0355:1.171217 176.9991:1.643452 178.007:0.874332 178.0308:0.312009 178.0514:0.188511 179.0826:8.715992 183.0558:0.276011 184.0403:3.007342 185.0354:8.383026 186.0196:5.790065 186.0558:6.342389 187.0274:1.600893 188.0155:0.337839 188.035:1.628178 189.0434:0.203062 192.0102:100.0 193.0104:0.685782 195.0561:0.212014 196.0407:0.173221 197.048:2.233274 197.072:1.097324 198.0435:2.459658 198.0924:0.662906 199.0512:2.609955 199.0637:0.682128 200.0716:5.038293 202.0075:1.395273 202.0512:0.664058 202.0868:0.178066 204.0102:0.269919 206.0256:3.0974 210.0559:0.766006 211.0507:0.27837 212.0357:0.440971 212.0609:0.195882 212.0716:1.96365 213.0306:7.014787 213.0669:2.320894 214.0509:0.757332 214.0874:0.740795 215.0031:0.214278 215.0461:0.255907 216.0667:0.215724 218.0821:0.719794 223.0511:0.752781 223.0875:0.366442 224.0588:0.954676 224.07:0.177327 225.1037:0.282008 226.0384:4.039939 226.0499:0.325281 226.0874:1.120533 227.0462:3.498235 227.0588:1.016687 227.0836:0.181473 228.055:0.298124 228.0667:0.797619 228.0905:0.311611 230.0818:0.918599 231.0895:0.216375 233.9979:0.778445 235.0087:0.698181 237.0664:0.181108 238.075:0.324257 239.0461:0.275995 240.054:1.172075 241.0621:2.053826 241.0982:10.458167 242.082:0.632016 242.1061:0.194722 251.0825:1.367401 252.09:0.272373 253.0976:1.382024 265.0985:0.20234 268.0858:0.243302 269.0931:13.630605 270.101:8.423063 273.105:0.33973 289.0992:0.301659,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,GNPS,1,0.01509762186030575,30
3-({2-[2-methyl-5-(trifluoromethoxy)indol-3-yl]ethyl}amino)-2-propanoylcyclohe x-2-en-1-one CollisionEnergy:102040,M-H,407.159,C21H23F3N2O3,66.760834:3097.0 71.049843:13799.0 73.969803:3203.0 73.974861:3699.0 82.419579:3888.0 92.403343:3379.0 92.995598:17508.0 110.061234:114792.0 113.061089:44976.0 128.997162:2938.0 151.076553:4645.0 166.087479:3345273.0 180.103302:21939.0 204.989883:13475.0 208.98465:15983.0 213.172745:4347.0 229.280609:3267.0 242.985687:5657.0 254.988846:3111.0 255.075684:6314.0 270.982086:6785.0 316.984192:5426.0 320.978912:6762.0 342.979492:65462.0 351.133209:83240.0 366.979767:44070.0 386.985382:34811.0 406.985199:92899.0 407.159088:3279831.0,CCC(=O)C1=C(NCCc2c(C)[nH]c3ccc(OC(F)(F)F)cc23)CCCC1=O,GNPS,1,0.015086606943236294,26
Diflufenican,[M-H]-,393.066802978516,C19H11F5N2O2,161.021:118 162.028:11 185.051:35 218.045:11 229.039:16 238.051:33 252.044:41 272.051:1000 273.053:115 274.056:13 309.064:30 325.057:12 329.069:152 330.073:28 353.049:43 373.06:53 374.066:14 393.061:15,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,MoNA,1,0.015081429236600118,17
Diflufenican,[M-H]-,393.0668,C19H11F5N2O2,161.0214:118 162.0276:11 185.0506:34 218.0453:10 229.0391:16 238.0507:32 252.044:40 272.0506:999 273.0528:115 274.056:12 302.0686:6 309.0645:30 310.0666:8 325.0574:11 329.0688:151 330.0727:27 345.0676:8 353.0492:42 354.0559:7 355.0529:6 373.0597:53 374.0658:14 393.0609:15,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,MassBank,1,0.014999051976674848,21
"Massbank:AU231558 Diflufenican|N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",M-H,393.067,C19H11F5N2O2,161.021393:5716.0 162.027603:540.0 185.050598:1668.0 218.045303:512.0 229.039093:776.0 238.050705:1580.0 252.044006:1964.0 272.050598:48288.0 273.052795:5568.0 274.056:620.0 302.068604:336.0 309.064514:1468.0 310.066589:400.0 325.057404:568.0 329.068787:7336.0 330.072693:1344.0 345.067596:420.0 353.049194:2068.0 354.055908:360.0 355.052887:300.0 373.059692:2572.0 374.065796:700.0 393.060913:732.0,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,GNPS,1,0.014987135348032768,21
2-[9-(4-methylphenyl)-6-oxohydropurin-8-ylthio]-N-[2-(trifluoromethyl)phenyl]a cetamide CollisionEnergy:205060,M-H,458.09,C21H16F3N5O2S,52.677731:2714.0 55.622971:2607.0 57.975208:105784.0 65.014076:102679.0 65.998093:51546.0 68.013763:5593.0 69.009041:3403.0 70.322433:2919.0 77.715408:2599.0 92.025238:50477.0 92.378662:3999.0 93.009064:5357.0 95.978394:10762.0 96.986359:13763.0 97.438583:2782.0 99.986343:9545.0 123.9972:3687.0 131.061432:5255.0 135.031479:3003.0 155.061096:584110.0 156.056107:13092.0 160.036957:3069.0 182.072601:19131.0 186.067032:4736.0 187.033112:88981.0 197.059372:37926.0 198.067184:12744.0 199.024475:92858.0 204.009644:16118.0 209.078873:11061.0 213.078583:4829.0 214.044067:19634.0 223.062637:5150.0 225.077667:301579.0 228.021927:19678.0 230.038864:11283.0 232.004044:114791.0 236.070343:16557.0 237.077438:10674.0 238.084488:3820.0 240.088852:4980.0 241.072556:31660.0 255.034073:183015.0 256.04184:182119.0 257.049774:406119.0 269.050934:25207.0 271.066467:41365.0 297.044434:68135.0 324.087402:5172.0 384.106628:31068.0 458.090118:169950.0,Cc1ccc(-n2c(SCC(O)=Nc3ccccc3C(F)(F)F)nc3c(O)ncnc32)cc1,GNPS,1,0.014960624083504756,29
BPAF C18,[M-H]-,485.04285,C18H10F12O2,59.0127:14957 68.99461:28103 87.89087:5720 110.97485:6988 146.98155:3174 146.98662:13945 174.91048:6382 247.91527:6491 249.18581:59480 261.08319:6890 265.04877:171619 275.02139:4363 275.03436:13467 325.18402:19527 465.03802:11086 485.04578:86885,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Literatures,1,0.014849199282562495,15
"Massbank:LU056351 PFOSA|Perfluorooctanesulfonamide|1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",M-H,497.946,C8H2F17NO2S,77.9655:624144.0 168.989807:11436.099609 477.938202:19378.800781 497.946106:6917964.5,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.014799789572496731,3
Flecainide,[M-H]-,413.1305,C17H20F6N2O3,58.0098:29 58.9939:7 65.0033:3 65.9985:27 68.9957:15 69.0345:238 75.0241:1 79.0001:18 79.019:5 81.0346:10 88.0192:12 89.003:1 91.0189:2 93.0345:7 95.0138:17 97.0294:166 98.0173:10 99.0242:1 100.0192:4 102.0348:3 103.019:17 103.0427:1 105.0221:7 106.006:6 106.0425:2 107.0139:32 107.0614:2 108.0216:126 109.0295:17 110.0173:7 114.0349:2 115.019:1 116.0141:53 117.0147:6 117.022:14 117.0347:7 118.0299:86 120.0091:5 120.0453:10 121.0093:2 121.0294:26 122.0171:3 123.0088:11 123.045:2 125.0243:216 126.0122:17 126.0349:7 130.0296:31 131.0137:15 131.0375:63 132.0216:32 132.0455:2 133.0168:102 134.0247:7 135.0087:73 136.0165:7 138.0121:7 139.02:6 139.0877:7 142.0298:40 143.05:2 144.0091:9 144.0455:13 145.0094:34 145.0168:8 145.0294:6 146.0247:405 148.0167:7 148.0405:7 149.0044:10 150.012:22 151.02:11 151.0273:18 152.0353:3 154.0071:24 154.0299:10 158.0246:26 158.0608:2 159.0325:523 160.0159:28 160.0403:56 161.0053:2 161.0118:11 161.0242:17 162.0196:2 162.0362:12 163.0207:1 163.0275:8 164.0153:236 165.0156:3 170.0245:6 170.061:10 171.0331:2 171.0565:8 172.0404:53 173.0041:6 173.0116:26 173.0479:14 174.0195:78 175.0205:2 175.0274:11 176.015:1 176.0355:11 176.9991:16 178.007:8 178.0308:3 178.0514:1 179.0826:87 183.0558:2 184.0403:30 185.0354:83 186.0196:57 186.0558:63 187.0274:15 188.0155:3 188.035:16 189.0434:2 192.0102:999 193.0104:6 195.0561:2 196.0407:1 197.048:22 197.072:10 198.0435:24 198.0924:6 199.0512:26 199.0637:6 200.0716:50 202.0075:13 202.0512:6 202.0868:1 204.0102:2 206.0256:30 210.0559:7 211.0507:2 212.0357:4 212.0609:1 212.0716:19 213.0306:70 213.0669:23 214.0509:7 214.0874:7 215.0031:2 215.0461:2 216.0667:2 218.0821:7 223.0511:7 223.0875:3 224.0588:9 224.07:1 225.1037:2 226.0384:40 226.0499:3 226.0874:11 227.0462:34 227.0588:10 227.0836:1 228.055:2 228.0667:7 228.0905:3 230.0818:9 231.0895:2 233.9979:7 235.0087:6 237.0664:1 238.075:3 239.0461:2 240.054:11 241.0621:20 241.0982:104 242.082:6 242.1061:1 251.0825:13 252.09:2 253.0976:13 265.0985:2 268.0858:2 269.0931:136 270.101:84 273.105:3 289.0992:3,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,MassBank,1,0.014754792382734477,30
"""ethyl 2-amino-4-(2-chloro-6-fluorophenyl)-5-oxo-4H-pyrano[3,2-c]chromene-3-car boxylate CollisionEnergy:205060""",M-H,414.055,C21H15ClFNO5,55.441879:2656.0 58.175659:2331.0 65.998154:1222651.0 66.746658:2770.0 69.587158:2579.0 69.66378:3030.0 82.405273:3011.0 82.410957:2537.0 84.009041:3867.0 87.925163:5728.0 92.38604:3072.0 112.04052:914170.0 117.034653:70475.0 119.404266:2842.0 150.489258:2640.0 161.024597:234414.0 207.876923:6560.0 207.898315:5730.0 209.92749:12104.0 210.02005:12844.0 212.599075:2948.0 330.040741:11823.0 394.048798:75735.0,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1c(F)cccc1Cl,GNPS,0,0.01470253587868397,18
"""ethyl 2-amino-4-(2-chloro-6-fluorophenyl)-5-oxo-4H-pyrano[3,2-c]chromene-3-car boxylate CollisionEnergy:205060""",M-H,414.055,C21H15ClFNO5,55.441879:2656.0 58.175659:2331.0 65.998154:1222651.0 66.746658:2770.0 69.587158:2579.0 69.66378:3030.0 82.405273:3011.0 82.410957:2537.0 84.009041:3867.0 87.925163:5728.0 92.38604:3072.0 112.04052:914170.0 117.034653:70475.0 119.404266:2842.0 150.489258:2640.0 161.024597:234414.0 207.876923:6560.0 207.898315:5730.0 209.92749:12104.0 210.02005:12844.0 212.599075:2948.0 330.040741:11823.0 394.048798:75735.0,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1c(F)cccc1Cl,GNPS,0,0.01470253587868397,18
"Massbank:LU038051 Bisphenol AF|4-[1,1,1,3,3,3-hexafluoro-2-(4-hydroxyphenyl)propan-2-yl]phenol",M-H,335.051,C15H10F6O2,68.995903:109288.796875 161.021896:78501.796875 265.048187:6450738.0 266.056396:24373.300781 315.045105:195432.0 335.0513:24041174.0,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,GNPS,1,0.014524046862059938,5
Perfluoroocttradecanoate,[M-H]-,912.934487,C18HF35O2,52.55281:7885 59.37733:7580 76.80973:8301 77.56483:8494 85.02579:15275 118.99123:32194 131.98218:11022 168.98907:107032 218.98517:71724 268.98373:45597 318.98203:50713 368.97592:23043 418.97318:19011 550.06592:11822,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inhouse standard,1,0.014512576070970283,14
Bisphenol AF,[M-H]-,335.0512,C15H10F6O2,68.9959:4 161.0219:3 265.0482:268 266.0564:1 315.0451:8 335.0513:999,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,MassBank,1,0.014440590049269375,5
CP-544439,[M-H]-,409.087508833,C18H19FN2O6S,41.998537:28 57.993452:12 63.962449:10 77.965523:11 78.034923:28 78.973348:10 79.981173:56 95.030252:20 106.029837:45 107.037662:214 111.025167:11 112.040402:36 187.055815:35 202.066914:74 266.029266:999 266.09082:24 266.115972:10 267.032577:26,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,MassBank,0,0.014335582260526522,17
"MassbankEU:SM833651 Pantoprazole|6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole",[M-H]-,382.068,C16H15F2N3O4S,102.021103:96186.703125 130.016998:19239.900391 133.994293:7522.899902 141.009506:6306.799805 147.019806:36219.300781 150.996994:6463.700195 161.015594:751385.875 161.989304:161537.296875 162.023407:202572.703125 178.018402:105149.0 178.992004:97545.203125 181.994995:10623.5 182.0298:11270.700195 189.983795:35895.101562 198.024597:12829.5 209.990402:336499.59375 229.996597:5550441.5 382.067688:84724.296875,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,GNPS,0,0.01415237891665426,13
2361_pantoprazole,M-H,382.068,C16H15F2N3O4S,102.021103:96186.703125 130.016998:19239.900391 133.994293:7522.899902 141.009506:6306.799805 147.019806:36219.300781 150.996994:6463.700195 161.015594:751385.875 161.989304:161537.296875 162.023407:202572.703125 178.018402:105149.0 178.992004:97545.203125 181.994995:10623.5 182.0298:11270.700195 189.983795:35895.101562 198.024597:12829.5 209.990402:336499.59375 229.996597:5550441.5 382.067688:84724.296875,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,GNPS,0,0.01415237891665426,13
Penoxsulam,[M-H]-,482.056304931641,C16H14F5N5O5S,61.01:824 66.01:33 81.016:528 109.004:100 135.008:19 149.01:10 150.031:22 162.042:20 164.034:102 175.025:12 176.009:41 179.058:1000 185.022:81 188.047:41 193.06:297 195.038:72 200.02:23 201.017:22 205.028:110 210.028:21 215.044:27 221.984:153 226.023:33 252.026:15 265.041:25 281.028:54 282.05:26 296.053:169 306.024:102 307.032:383 321.048:290 322.056:283 336.072:120 370.994:29 378.088:37 386.018:331 398.037:29 418.094:39 452.009:361 462.05:57 467.033:80 482.056:707,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,MoNA,1,0.014138405406456738,35
"MoNA:755019 [2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",M-H,433.203,C24H31FO6,59.0138:100.0 73.0295:0.82236 99.0451:0.2295 101.0243:1.079541 121.0658:0.302561 203.1076:0.131242 208.0893:0.133787 241.1233:0.54662 292.1105:0.566676 307.1337:2.383234 310.121:0.41534 311.1652:3.667651 317.1547:0.112234 319.1338:0.189182 323.1651:0.105782 325.1445:1.889728 325.18:0.515808 327.14:0.224874 331.1712:0.367868 335.1653:0.265032 337.1443:0.355987 338.1521:0.150214 339.16:0.841874 341.1756:1.078541 343.171:0.191447 343.1916:0.244328 345.1506:1.865526 353.1759:21.859548 359.1665:0.2067 361.182:13.739802 365.1749:0.121708 373.1817:0.851788 377.1764:0.217709 433.2035:0.124329,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,GNPS,0,0.014135660613271029,21
"Massbank:EQ326452 Dexamethasone acetate|Dexamethason-21-acetate|[2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",M-H,433.203,C24H31FO6,59.013802:8386461.5 73.029503:68966.898438 99.045097:19246.900391 101.0243:90535.296875 121.065804:25374.199219 203.107605:11006.599609 208.089294:11220.0 241.123306:45842.101562 292.110504:47524.101562 307.133698:199869.0 310.121002:34832.300781 311.165192:307586.09375 317.154694:9412.5 319.133789:15865.700195 323.1651:8871.400391 325.144501:158481.296875 325.179993:43258.0 327.140015:18859.0 331.171204:30851.099609 335.165314:22226.800781 337.144287:29854.699219 338.1521:12597.599609 339.160004:70603.398438 341.175598:90451.398438 343.17099:16055.599609 343.191589:20490.5 345.150604:156451.59375 353.175903:1833242.625 359.166504:17334.800781 361.182007:1152283.25 365.174896:10207.0 373.181702:71434.898438 377.176392:18258.099609 433.203491:10426.799805,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,GNPS,0,0.014135660555700293,21
Pantoprazole,[M-H]-,382.067901611328,C16H15F2N3O4S,102.021:17 161.016:135 161.989:29 162.023:36 178.018:19 178.992:18 209.99:61 229.997:1000 382.068:15,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,MoNA,0,0.0141201750637466,8
Pantoprazole,[M-H]-,382.067901611328,C16H15F2N3O4S,102.021:17 161.016:135 161.989:29 162.023:36 178.018:19 178.992:18 209.99:61 229.997:1000 382.068:15,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,MoNA,0,0.0141201750637466,8
Pantoprazole,[M-H]-,382.067901611328,C16H15F2N3O4S,102.021:17.0 161.016:135.0 161.989:29.0 162.023:36.0 178.018:19.0 178.992:18.0 209.99:61.0 229.997:1000.0 382.068:15.0,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,MoNA,0,0.0141201750637466,8
Penoxsulam,[M-H]-,482.0563,C16H14F5N5O5S,61.0095:823 65.0146:2 66.0097:32 81.0158:527 81.9934:5 82.9608:9 88.0066:3 95.025:8 103.9681:2 106.0047:3 109.0043:99 121.0155:4 124.0148:2 124.0513:2 135.0075:19 148.0144:4 149.0102:10 149.9815:2 150.0182:8 150.0309:21 150.042:5 162.0421:20 164.034:101 166.0258:6 170.0224:6 175.025:11 176.0092:40 178.0221:6 178.0371:8 179.0575:999 181.0106:5 185.0221:80 186.0172:6 188.0466:41 193.0605:297 194.0679:3 195.0376:71 200.0203:23 201.0168:21 205.0283:109 207.981:6 210.0285:20 215.0437:26 221.9843:153 225.0349:6 226.0233:32 235.0233:2 251.0315:3 252.0263:14 264.0265:6 265.0411:24 268.0642:5 281.0283:54 282.0498:25 296.0527:169 306.0243:102 307.0323:382 311.0762:7 313.0011:7 321.0478:289 322.0557:282 327.988:8 334.0756:7 336.0716:119 361.0724:8 370.9941:28 372.0016:5 378.0884:36 386.0178:330 398.0373:28 400.0335:6 418.0942:39 452.0093:360 462.0504:57 467.0326:79 482.0562:706,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,MassBank,1,0.014087708322936297,39
"Massbank:LU046252 Penoxsulam|2-(2,2-difluoroethoxy)-N-(5,8-dimethoxy-[1,2,4]triazolo[1,5-c]pyrimidin-2-yl)-6-(trifluoromethyl)benzenesulfonamide",M-H,482.056,C16H14F5N5O5S,61.009499:1236821.875 65.014603:4179.799805 66.009697:48887.398438 81.0158:792925.875 81.993401:8792.400391 82.9608:13711.200195 88.006599:4569.0 95.025002:12633.900391 103.968102:3910.399902 106.0047:5445.299805 109.004303:149413.59375 121.015503:6901.299805 124.014801:4365.0 124.0513:3448.699951 135.007507:28799.400391 148.014404:6936.0 149.010193:15069.400391 149.981506:3272.399902 150.018204:13312.0 150.030899:32863.0 150.042007:8503.099609 162.042099:30574.099609 164.033997:153067.09375 166.025803:10015.799805 170.0224:9747.299805 175.024994:17717.900391 176.009201:60960.5 178.022095:9315.0 178.037094:12452.299805 179.057495:1500663.5 181.010605:8780.900391 185.022095:120989.898438 186.017197:9297.700195 188.0466:61985.199219 193.060501:446436.59375 194.067902:5712.899902 195.037598:108112.0 200.020294:34570.199219 201.0168:32985.800781 205.028305:164460.703125 207.981003:9018.299805 210.028503:31263.699219 215.043701:40488.0 221.984299:229973.90625 225.034897:10119.099609 226.0233:49162.601562 235.0233:3881.5 251.031494:4628.5 252.026306:22328.800781 264.026489:9625.900391 265.041107:36785.699219 268.064209:8947.5 281.02829:81175.203125 282.049805:38710.398438 296.052704:253957.40625 306.024292:153441.90625 307.032288:574676.375 311.076202:11322.299805 313.001099:11425.700195 321.047791:434707.1875 322.055695:424343.6875 327.988007:12627.900391 334.075592:10543.400391 336.071594:179573.203125 361.072388:13088.400391 370.99411:43363.699219 372.001587:8679.200195 378.088409:54960.5 386.017792:496303.90625 398.037292:42984.699219 400.033508:9414.099609 418.094208:58694.101562 452.009308:542225.8125 462.050415:85923.101562 467.032593:119308.796875 482.056213:1061341.875,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,GNPS,1,0.014077365711352888,39
Pantoprazole,[M-H]-,382.0679,C16H15F2N3O4S,102.0211:17 130.017:3 133.9943:1 141.0095:1 147.0198:6 150.997:1 161.0156:135 161.9893:29 162.0234:36 178.0184:18 178.992:17 181.995:1 182.0298:2 189.9838:6 198.0246:2 209.9904:60 229.9966:999 382.0677:15,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,MassBank,0,0.014050892790353254,13
Flecainide,[M-H]-,413.130493164063,C17H20F6N2O3,139.088:27 192.01:13 199.089:39 249.018:14 269.093:28 270.101:911 290.107:1000 293.093:13 313.1:51 333.106:48 353.112:620 373.118:468 393.124:88,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,MoNA,1,0.014007847654143087,13
MoNA:787223 Dexamethasone acetate,M-H,433.203,C24H31FO6,59.0138:100.0 71.0138:0.211274 73.0295:1.06939 83.0502:0.101042 89.0243:0.105228 99.0451:0.697833 101.0243:0.737903 107.0502:0.293799 121.0658:1.109641 123.0452:0.231089 131.05:0.1069 133.0658:0.79886 135.0451:0.210942 135.0814:0.114548 137.0605:0.101997 145.0658:0.120737 147.0815:0.250812 149.0607:0.347648 151.0763:0.233141 157.0657:0.104165 159.0814:0.313499 161.0606:0.244266 165.0555:0.21914 171.0815:0.133666 172.0529:0.195838 173.0607:0.206171 173.097:0.19643 175.0763:0.202212 176.0477:0.215435 177.092:0.17285 185.0606:0.250374 186.0685:0.15491 187.0763:0.153957 189.0556:0.231394 189.0919:0.199338 190.0634:0.173549 191.1076:0.147857 199.076:0.110874 201.092:0.358155 203.0713:0.189699 204.0789:0.290166 208.089:0.166733 210.0684:0.19212 223.0763:0.217475 227.1076:0.111625 239.1075:0.12447 241.1233:0.741164 253.1233:0.117648 255.139:0.146513 263.1074:0.141912 265.1232:0.591043 277.0865:0.21319 277.1233:0.17039 279.1027:0.313714 279.139:0.204419 281.1544:0.150353 289.1234:0.190185 291.1024:0.589221 291.1386:0.184328 292.1104:4.263143 293.1184:0.357668 293.1545:0.146457 295.1336:0.205622 296.1415:0.466312 297.1495:0.101976 304.1104:0.158645 305.1184:0.260208 307.1338:6.447574 308.1418:0.286362 309.1499:0.171687 310.121:1.805924 310.1569:0.101158 311.1651:2.696841 317.1541:0.103314 319.1338:0.205815 320.1413:0.155338 323.1287:0.678293 323.1647:0.286562 324.1365:0.183379 325.1444:5.491963 325.181:0.406398 327.1402:0.19428 331.1711:0.162105 335.1649:0.145337 337.1444:1.254047 338.1523:0.501764 339.1599:0.370496 341.1757:0.388495 343.1712:0.295389 345.1506:0.657665 351.1598:0.107218 352.1681:0.237482 353.1757:10.873816 361.1819:1.18752,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,GNPS,0,0.013943486973691238,39
